Date,Open,High,Low,Close,Adj Close,Volume
2010-01-04,125.411087,127.122368,125.095604,126.625237,78.345863,6438444
2010-01-05,125.889099,126.051628,124.378586,125.095604,77.399460,7156104
2010-01-06,124.933075,125.707458,124.101341,124.282982,76.896683,5863144
2010-01-07,124.158699,124.521988,123.240921,123.852776,76.630486,6109268
2010-01-08,123.393883,125.162521,123.374763,125.095604,77.399460,4390271
2010-01-11,125.296364,125.296364,123.011475,123.785851,76.589073,5993998
2010-01-12,123.355644,125.554497,123.326958,124.770554,77.198341,8453249
2010-01-13,124.655830,125.353729,123.479927,124.502869,77.032692,6752348
2010-01-14,124.808792,126.873802,124.196938,126.491394,78.263077,7438943
2010-01-15,126.223709,127.045891,125.325050,125.984703,77.949554,8885142
2010-01-19,125.841301,128.346085,125.774376,128.240921,79.345528,14556345
2010-01-20,124.722755,125.382408,123.279160,124.521988,77.044548,15896585
2010-01-21,124.732315,124.942642,122.428299,123.326958,76.305153,10050596
2010-01-22,123.011475,123.221794,119.856598,119.980881,74.234879,10552676
2010-01-25,120.774376,121.309753,120.181641,120.573616,74.601608,6002471
2010-01-26,120.382408,122.131927,119.894836,120.219887,74.382751,7463524
2010-01-27,120.286804,121.376671,119.541107,120.774376,74.725784,9120283
2010-01-28,121.443596,121.453156,117.638626,118.307838,73.199699,10064821
2010-01-29,118.852776,119.502869,116.539200,117.007645,72.395256,12103475
2010-02-01,117.810707,119.455070,117.380501,119.187378,73.743912,7576073
2010-02-02,119.302101,120.277245,118.499046,120.009560,74.252579,6171295
2010-02-03,119.655830,120.525810,119.569794,120.133842,74.329514,4369247
2010-02-04,119.684509,119.923515,117.495216,117.590820,72.756058,9546737
2010-02-05,117.629066,118.279160,116.472275,118.087952,73.063667,9013382
2010-02-08,117.734222,117.801147,116.386230,116.520073,72.416031,5981551
2010-02-09,117.256210,118.738052,117.074570,117.791588,73.206253,6322547
2010-02-10,117.533463,118.212234,116.835564,117.409180,72.968582,5459179
