Date,Open,High,Low,Close,Adj Close,Volume
2006-01-05,127.150002,127.589996,126.879997,127.379997,90.790916,47307500
2006-01-06,128.020004,128.580002,127.360001,128.440002,91.546455,62885900
2006-01-09,128.419998,129.059998,128.380005,128.770004,91.781654,43527400
2006-01-10,128.389999,128.979996,128.259995,128.899994,91.874329,44960800
2006-01-11,129.020004,129.440002,128.729996,129.309998,92.166542,49598900
2006-01-12,129.080002,129.279999,128.440002,128.800003,91.803040,40509200
2006-01-13,128.570007,128.899994,128.199997,128.679993,91.717506,44856700
2006-01-17,128.199997,128.419998,127.809998,128.330002,91.468040,52066600
2006-01-18,127.580002,128.899994,127.160004,127.820000,91.104538,75067600
2006-01-19,128.130005,128.770004,127.809998,128.309998,91.453812,81530400
2006-01-20,128.279999,128.309998,125.970001,125.970001,89.785965,114957800
2006-01-23,126.209999,126.820000,126.129997,126.419998,90.106667,67017400
2006-01-24,126.629997,127.150002,126.419998,126.550003,90.199348,53008800
2006-01-25,127.040001,127.180000,125.839996,126.660004,90.277725,87747700
2006-01-26,127.250000,127.669998,126.760002,127.360001,90.776672,71294000
2006-01-27,127.660004,128.660004,127.449997,128.539993,91.617729,65771200
2006-01-30,128.440002,128.809998,128.350006,128.440002,91.546455,33709600
2006-01-31,128.320007,128.539993,127.489998,127.500000,90.876457,72937000
2006-02-01,127.820000,128.429993,127.720001,128.389999,91.510788,63561000
2006-02-02,128.100006,128.139999,126.800003,126.900002,90.448807,83626900
2006-02-03,126.580002,128.389999,126.139999,126.269997,89.999771,86040400
2006-02-06,126.440002,126.800003,126.169998,126.599998,90.234993,45511900
2006-02-07,126.379997,126.660004,125.400002,125.480003,89.436714,71208100
2006-02-08,125.849998,128.100006,125.599998,126.620003,90.249245,59422200
2006-02-09,126.919998,127.599998,126.370003,126.410004,90.099541,62023300
2006-02-10,126.430000,127.129997,125.449997,126.639999,90.263481,64508700
2006-02-13,126.599998,126.790001,125.949997,126.410004,90.099541,52308700
2006-02-14,126.459999,128.029999,126.209999,127.750000,91.054665,90964400
2006-02-15,127.680000,128.320007,127.239998,128.199997,91.375374,85471300
2006-02-16,128.339996,129.210007,128.179993,129.160004,92.059631,61017900
2006-02-17,129.050003,129.160004,128.580002,128.809998,91.810150,40342600
2006-02-21,129.110001,129.399994,128.289993,128.490005,91.582085,46456300
2006-02-22,128.770004,129.649994,128.649994,129.270004,92.138039,42326700
2006-02-23,129.270004,129.639999,128.279999,129.080002,92.002602,43423200
2006-02-24,129.110001,129.479996,128.759995,129.410004,92.237823,36777400
2006-02-27,129.399994,130.039993,129.279999,129.460007,92.273460,35858600
2006-02-28,129.199997,129.910004,128.130005,128.229996,91.396767,74394800
2006-03-01,128.600006,129.490005,128.500000,129.369995,92.209290,48641600
2006-03-02,128.899994,129.419998,128.610001,129.360001,92.202209,60642300
2006-03-03,128.669998,130.070007,128.649994,128.759995,91.774559,73402500
2006-03-06,129.139999,129.179993,127.849998,128.169998,91.354050,57478400
2006-03-07,127.860001,128.059998,127.400002,127.970001,91.211464,61780800
2006-03-08,127.699997,128.440002,127.180000,128.240005,91.403923,66692400
2006-03-09,128.279999,128.679993,127.379997,127.379997,90.790916,56313600
2006-03-10,127.709999,128.839996,127.440002,128.589996,91.653336,60490800
2006-03-13,128.839996,129.160004,128.529999,128.830002,91.824432,45479100
2006-03-14,128.710007,130.229996,128.610001,130.179993,92.786629,69877300
2006-03-15,130.149994,130.860001,129.850006,130.759995,93.200073,53398900
2006-03-16,131.009995,131.470001,130.839996,131.029999,93.392517,65526400
2006-03-17,130.679993,130.899994,130.380005,130.619995,93.470482,47286800
2006-03-20,130.639999,130.899994,130.210007,130.410004,93.320206,45538500
2006-03-21,130.369995,130.990005,129.449997,129.589996,92.733444,87102700
2006-03-22,129.509995,130.509995,129.449997,130.380005,93.298729,51605700
2006-03-23,130.259995,130.389999,129.660004,130.110001,93.105537,46704200
2006-03-24,129.990005,130.570007,129.740005,130.210007,93.177086,43209200
2006-03-27,130.029999,130.279999,129.740005,130.020004,93.041153,32523000
2006-03-28,129.929993,130.529999,129.050003,129.220001,92.468674,82079900
2006-03-29,129.410004,130.500000,129.289993,130.029999,93.048309,61505700
2006-03-30,130.110001,130.979996,129.550003,129.800003,92.883705,70571700
2006-03-31,130.020004,130.240005,129.369995,129.830002,92.905182,62925600
2006-04-03,130.070007,130.869995,129.490005,129.729996,92.833618,61624700
2006-04-04,129.729996,130.729996,129.360001,130.559998,93.427559,54809300
2006-04-05,130.610001,131.279999,130.380005,131.009995,93.749557,50607200
2006-04-06,130.850006,131.210007,130.190002,130.869995,93.649376,57906200
2006-04-07,131.059998,131.399994,129.350006,129.539993,92.697662,80180900
2006-04-10,129.740005,130.080002,129.259995,129.740005,92.840775,41496500
2006-04-11,129.850006,130.059998,128.250000,128.639999,92.053635,72799400
2006-04-12,128.770004,129.130005,128.610001,128.880005,92.225380,43033700
2006-04-13,128.589996,129.250000,128.309998,128.710007,92.103729,51051800
2006-04-17,128.830002,129.309998,128.020004,128.660004,92.067940,64167700
2006-04-18,128.929993,130.940002,128.929993,130.699997,93.527740,92531800
2006-04-19,130.750000,131.070007,130.240005,130.949997,93.706596,87269000
2006-04-20,131.000000,131.860001,130.600006,131.130005,93.835442,86005500
2006-04-21,131.690002,131.789993,130.619995,131.149994,93.849747,72342600
2006-04-24,130.889999,131.070007,130.380005,130.910004,93.678009,52546400
2006-04-25,131.039993,131.119995,129.919998,130.369995,93.291588,84359800
2006-04-26,130.500000,131.139999,130.300003,130.399994,93.313065,67262400
2006-04-27,129.899994,131.630005,129.589996,131.029999,93.763901,124478600
2006-04-28,130.789993,131.750000,130.710007,131.470001,94.078751,55854400
2006-05-01,131.470001,131.800003,130.320007,130.399994,93.313065,64990300
2006-05-02,131.009995,131.460007,130.740005,131.380005,94.014336,49063500
2006-05-03,131.149994,131.320007,130.449997,130.889999,93.663704,60821300
2006-05-04,131.080002,131.619995,130.970001,131.360001,94.000015,42921400
2006-05-05,132.050003,132.800003,131.850006,132.520004,94.830116,62588200
2006-05-08,132.509995,132.770004,132.360001,132.360001,94.715630,30016700
2006-05-09,132.419998,132.770004,132.309998,132.619995,94.901649,29864000
2006-05-10,132.410004,132.750000,131.889999,132.550003,94.851578,64378200
2006-05-11,132.509995,132.550003,130.520004,130.949997,93.706596,80626900
2006-05-12,130.360001,130.720001,129.190002,129.240005,92.482986,91726500
2006-05-15,128.789993,129.740005,128.610001,129.500000,92.669044,84029300
2006-05-16,129.759995,130.000000,129.009995,129.309998,92.533051,62137600
2006-05-17,128.669998,129.100006,126.769997,126.849998,90.772736,144789500
2006-05-18,127.349998,127.750000,126.110001,126.209999,90.314735,87906300
2006-05-19,126.870003,127.489998,125.800003,127.099998,90.951614,124309400
2006-05-22,126.279999,127.169998,125.500000,126.129997,90.257530,110852800
2006-05-23,127.180000,127.629997,125.169998,125.169998,89.570526,92006500
2006-05-24,125.680000,126.889999,124.760002,126.169998,90.286118,168405000
2006-05-25,126.919998,127.730003,126.430000,127.730003,91.402451,78977900
2006-05-26,128.009995,128.380005,127.510002,128.380005,91.867569,62989700
2006-05-30,127.970001,128.000000,126.050003,126.099998,90.236031,72419900
2006-05-31,126.620003,127.510002,126.199997,127.510002,91.245010,86926200
2006-06-01,127.379997,128.940002,127.269997,128.729996,92.118019,73721700
2006-06-02,129.250000,129.429993,128.320007,129.000000,92.311211,91702600
2006-06-05,128.850006,128.860001,126.769997,127.120003,90.965912,86105100
2006-06-06,127.209999,127.379997,125.760002,126.809998,90.744087,130498600
2006-06-07,126.910004,127.650002,125.790001,125.860001,90.064278,108599400
2006-06-08,125.580002,126.500000,123.870003,125.750000,89.985573,204957200
2006-06-09,126.360001,126.959999,125.290001,125.349998,89.699348,94972200
2006-06-12,125.879997,125.930000,123.820000,123.989998,88.726120,95815900
2006-06-13,123.739998,124.839996,122.550003,122.550003,87.695663,185688800
2006-06-14,122.839996,123.629997,122.339996,123.500000,88.375496,163566400
2006-06-15,123.949997,126.360001,123.860001,126.120003,90.250313,134057000
2006-06-16,125.290001,125.559998,124.459999,124.650002,89.592659,94253500
2006-06-19,125.400002,125.480003,123.550003,123.669998,88.888283,95804400
2006-06-20,124.010002,124.809998,123.720001,124.089996,89.190170,65494700
2006-06-21,124.000000,125.699997,123.959999,125.010002,89.851418,75008200
